Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransSalePrice,InsideSF,OutsideSF,TotalSF,OverallQualCond,GarageCarArea,ExterQualCond,BsmtQualCond,BsmtQualCondPlus,FireplacesQu,GarageQualCond
260,20,RM,70.0,12702,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,4,Y,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,7,0,0,Detchd,1956.0,Unf,1,308,3,3,Y,0,45,0,0,0,0,0,0,No_MF,0,12,2008,WD,Normal,97000,11.48247656671073,1190,45,1235,25,308,9,0,0,0,9
261,80,RL,120.0,19296,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,4,3,672,5,690,0,1362,GasA,3,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,7,1,3,Attchd,1991.0,Unf,2,884,3,3,Y,0,0,252,0,0,0,0,2,No_MF,0,5,2009,WD,Normal,176000,12.07824495582233,3880,0,3880,30,1768,9,9,540,3,9
262,60,RL,69.0,9588,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,1,1,0,1,0,1482,1482,GasA,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,7,1,4,BuiltIn,2007.0,Fin,3,868,3,3,Y,0,148,0,0,0,0,0,0,No_MF,0,11,2007,New,Partial,276000,12.52815976788113,4924,148,5072,40,2604,12,15,15,4,9
263,80,RL,88.0,8471,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,3,5,506,1,0,0,506,GasA,3,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,7,1,3,Attchd,1978.0,Unf,2,492,3,3,Y,292,12,0,0,0,0,0,2,No_MF,0,7,2006,WD,Normal,151000,11.92504173829169,2210,304,2514,42,984,9,16,240,3,9
264,50,RM,50.0,5500,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,234,5,692,0,926,GasA,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,7,0,0,Detchd,1974.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,4,2010,WD,Normal,130000,11.775297421715827,2726,0,2726,35,968,9,9,90,0,9
265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,680,680,GasA,4,N,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,7,0,0,Detchd,1965.0,Unf,2,504,3,3,N,0,0,0,0,0,0,0,0,No_MF,0,6,2008,WD,Normal,73000,11.19822841866684,1948,0,1948,25,1008,9,6,6,0,9
266,20,RL,78.0,12090,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,1,6,588,2,228,606,1422,GasA,3,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,7,1,3,Attchd,1981.0,Fin,2,576,3,3,Y,276,0,0,0,0,0,0,4,No_MF,0,6,2008,WD,Normal,175500,12.075400019877522,3420,276,3696,36,1152,12,12,144,3,9
267,60,RL,70.0,11207,Pave,No_Alley,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,714,1,0,88,802,GasA,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,7,1,3,Attchd,1997.0,Fin,2,413,3,3,Y,95,75,0,0,0,0,0,0,No_MF,0,6,2006,WD,Normal,185000,12.128116509451258,2726,170,2896,30,826,9,12,216,3,9
268,75,RL,60.0,8400,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,378,1,0,342,720,GasA,5,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,7,1,4,Detchd,1939.0,Unf,1,240,3,3,Y,262,24,0,0,0,0,0,0,No_MF,0,7,2008,WD,Normal,179500,12.097936057925594,3152,286,3438,40,240,9,9,18,4,9
269,30,RM,71.0,6900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,403,3,125,212,740,GasA,5,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,7,1,4,Detchd,1966.0,Fin,1,924,5,5,Y,0,25,0,0,0,0,0,0,No_MF,0,2,2008,WD,Normal,120500,11.699413330633599,2442,25,2467,30,924,9,9,135,4,25
270,20,RL,65.69298156703566,7917,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,1,4,751,1,0,392,1143,GasA,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,7,1,2,Attchd,1987.0,RFn,1,504,3,4,Y,370,30,0,0,0,0,0,4,No_MF,0,5,2007,WD,Normal,148000,11.904974309480183,2760,400,3160,42,504,12,12,48,2,12
271,60,FV,84.0,10728,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1095,1095,GasA,4,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,7,1,4,Attchd,2006.0,RFn,3,1053,3,3,Y,192,51,0,0,0,0,0,0,No_MF,0,8,2006,New,Partial,266000,12.491255347155265,4087,243,4330,40,3159,12,12,24,4,9
272,20,RL,73.0,39104,Pave,No_Alley,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,2,226,6,1063,96,1385,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,4,2,3,Attchd,1954.0,Unf,2,439,3,3,Y,81,0,0,0,0,0,0,0,No_MF,0,4,2008,WD,Normal,241500,12.394628892852941,3187,81,3268,49,878,9,12,576,6,9
273,60,RL,92.0,11764,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,1,6,524,1,0,628,1152,GasA,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,7,1,4,Attchd,1999.0,Fin,3,671,3,3,Y,132,57,0,0,0,0,0,0,No_MF,0,4,2010,WD,Normal,290000,12.577639650232573,4093,189,4282,56,2013,12,12,72,4,9
274,20,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620,2,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,6,1,4,Attchd,1958.0,RFn,1,338,3,3,Y,289,0,0,0,0,0,0,3,No_MF,0,4,2009,WD,Normal,139000,11.842236406331555,3210,289,3499,36,338,9,9,54,4,9
275,20,RL,76.0,8314,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,3,3,4,5,546,1,0,270,816,GasA,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,7,0,0,Attchd,1982.0,Unf,1,264,3,3,Y,168,0,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,124500,11.732069026983156,1896,168,2064,35,264,9,9,180,0,9
276,50,RL,55.0,7264,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0,1,0,952,952,GasW,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,7,0,0,Detchd,1978.0,Unf,2,672,3,3,Y,74,0,0,0,144,0,0,0,No_MF,0,10,2009,WD,Normal,205000,12.230770136157428,3172,74,3246,49,1344,16,9,9,0,9
277,20,RL,129.0,9196,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1560,1560,GasA,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,7,0,0,Attchd,2003.0,Fin,2,573,3,3,Y,100,150,0,0,0,0,0,0,No_MF,0,4,2010,WD,Normal,201000,12.211065162153215,3693,250,3943,35,1146,12,15,15,0,9
278,20,RL,140.0,19138,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,120,1,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,7,0,0,Detchd,1951.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2010,WD,Normal,141000,11.856522261533737,2128,0,2128,20,800,9,9,18,0,9
279,20,RL,107.0,14450,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,4,1,0,1,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,7,1,5,Attchd,2007.0,Fin,3,732,3,3,Y,124,98,0,0,142,0,0,0,No_MF,0,5,2007,New,Partial,415298,12.936754021718041,4974,222,5196,45,2196,15,15,60,5,9
280,60,RL,83.0,10005,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,1,4,392,1,0,768,1160,GasA,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,7,1,3,Attchd,1977.0,Fin,2,505,3,3,Y,288,117,0,0,0,0,0,0,No_MF,0,3,2008,WD,Normal,192000,12.165255859329688,3687,405,4092,35,1010,9,12,48,3,9
281,60,RL,82.0,11287,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,3,6,421,1,0,386,807,GasA,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,7,1,3,Attchd,1989.0,Fin,2,575,3,3,Y,0,84,0,196,0,0,0,0,No_MF,0,1,2007,WD,Normal,228500,12.339295865674435,3364,84,3448,42,1150,12,12,216,3,9
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,1,6,905,1,0,357,1262,GasA,4,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,Fin,2,572,3,3,Y,0,120,0,0,0,0,0,0,No_MF,0,5,2006,New,Partial,185000,12.128116509451258,3096,120,3216,30,1144,12,12,72,0,9
283,120,RL,34.0,5063,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904,1,0,410,1314,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,7,1,4,Attchd,2008.0,RFn,2,626,3,3,Y,172,62,0,0,0,0,0,0,No_MF,0,4,2009,ConLw,Normal,207500,12.242891437918386,3254,234,3488,35,1252,12,12,72,4,9
284,20,RL,74.0,9612,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,1,1,0,1,0,1468,1468,GasA,5,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,7,1,4,Attchd,2008.0,Fin,3,898,3,3,Y,210,150,0,0,0,0,0,0,No_MF,0,12,2009,New,Partial,244600,12.407383590534293,3834,360,4194,40,2694,12,12,12,4,9
285,120,RL,50.0,8012,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430,1,0,1145,1575,GasA,4,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,7,0,0,Attchd,1992.0,RFn,2,529,3,3,Y,0,0,52,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,179200,12.09626335986454,3731,0,3731,30,1058,12,12,72,0,9
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,625,625,GasA,5,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,7,0,0,Detchd,2006.0,RFn,2,528,3,3,Y,0,54,0,0,0,0,0,0,No_MF,0,6,2007,New,Partial,164700,12.011886987792716,2403,54,2457,35,1056,12,12,12,0,9
287,50,RL,77.0,9786,Pave,No_Alley,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,600,1,0,312,912,GasA,3,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,7,1,4,Attchd,1962.0,RFn,2,440,3,3,Y,0,0,0,0,128,0,0,4,No_MF,0,6,2006,WD,Normal,159000,11.976665770490767,3086,0,3086,42,880,9,9,27,4,9
288,20,RL,66.14098860703568,8125,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,614,1,0,244,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,7,0,0,No_GT,1971.0,No_GF,0,0,0,0,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2006,WD,Normal,88000,11.385103457032141,1716,0,1716,16,0,9,9,36,0,0
289,20,RL,69.78966132703566,9819,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,1,4,450,1,0,432,882,GasA,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,7,0,0,Detchd,1970.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,2,2010,WD,Normal,122000,11.711784520403112,2062,0,2062,25,280,12,9,36,0,9
290,70,RL,60.0,8730,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,7,0,0,Detchd,2003.0,Unf,1,384,3,3,Y,0,0,0,0,259,0,0,0,No_MF,0,7,2007,WD,Normal,153575,11.941950837487406,2478,0,2478,42,384,9,9,9,0,9
291,60,RL,120.0,15611,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,1079,1079,GasA,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,7,1,4,Attchd,2006.0,RFn,2,685,4,3,Y,0,51,0,0,0,0,0,0,No_MF,0,7,2006,New,Partial,233230,12.359784657728284,3683,51,3734,40,1370,12,12,36,4,12
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210,1,0,570,780,GasA,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,7,0,0,No_GT,1912.0,No_GF,0,0,0,0,N,0,184,0,0,0,0,0,0,No_MF,0,3,2008,WD,Normal,135900,11.819681958463892,2496,184,2680,30,0,6,6,18,0,0
293,50,RL,60.0,11409,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,292,1,0,476,768,GasA,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,5,1,4,Attchd,1949.0,Unf,1,281,3,3,Y,0,0,0,0,160,0,0,0,No_MF,0,1,2009,WD,Normal,131000,11.782960235741939,2765,0,2765,20,281,9,9,18,4,9
294,60,RL,84.52220052703565,16659,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,1,5,795,1,0,0,795,GasA,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,7,1,3,Attchd,1977.0,Fin,2,539,3,3,Y,0,250,0,0,0,0,0,0,No_MF,0,3,2006,WD,Normal,235000,12.367345048436391,3597,250,3847,49,1078,9,9,45,3,9
295,20,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285,1,0,131,1416,GasA,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,7,2,4,Attchd,1953.0,Fin,2,418,3,3,Y,110,0,0,0,0,0,0,0,No_MF,0,10,2009,WD,Normal,167000,12.025755079404917,3478,110,3588,30,836,9,9,54,8,9
296,80,RL,37.0,7937,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,6,819,1,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,7,0,0,Detchd,1984.0,Unf,2,588,3,3,Y,120,0,0,0,0,0,0,4,No_MF,0,3,2006,WD,Normal,142500,11.86710429621008,2594,120,2714,36,1176,9,9,162,0,9
297,50,RM,75.0,13710,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,420,1,0,490,910,GasA,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,7,0,0,Attchd,1950.0,Unf,1,282,3,3,Y,289,0,0,0,0,0,0,3,No_MF,0,6,2007,WD,Normal,152000,11.931642378754141,2750,289,3039,25,282,9,9,36,0,9
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,1,4,649,1,0,326,975,GasA,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,7,1,3,Detchd,1997.0,RFn,2,576,3,3,Y,0,10,0,0,198,0,0,0,No_MF,0,6,2007,WD,Normal,239000,12.384223015005313,3501,10,3511,35,1152,12,12,48,3,9
299,60,RL,90.0,11700,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,1,5,384,3,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,7,1,4,Attchd,1968.0,Unf,2,539,3,3,Y,224,0,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,175000,12.07254696717504,2984,224,3208,36,1078,12,9,135,4,9
300,20,RL,80.0,14000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,7,1,4,Attchd,1950.0,Unf,1,300,3,3,Y,0,36,0,0,0,0,0,4,No_MF,0,8,2009,WD,Family,158500,11.973516181427835,2544,36,2580,48,300,12,9,9,4,9
301,190,RL,90.0,15750,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841,1,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,7,2,4,Attchd,1953.0,Unf,1,375,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2006,WD,Normal,157000,11.964007453736912,2876,0,2876,25,375,9,9,72,8,9
302,60,RL,66.0,16226,Pave,No_Alley,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,281,1,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,7,1,3,BuiltIn,1998.0,Fin,2,683,3,3,Y,208,50,0,0,0,0,0,0,No_MF,0,5,2007,WD,Normal,267000,12.495007682693725,4163,258,4421,40,1366,12,12,72,3,9
303,20,RL,118.0,13704,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0,1,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,7,1,3,Attchd,2001.0,RFn,3,843,3,3,Y,468,81,0,0,0,0,0,0,No_MF,0,1,2006,WD,Normal,205000,12.230770136157428,3925,549,4474,35,2529,12,12,12,3,9
304,20,RL,70.0,9800,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,5,894,1,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,Attchd,1975.0,Unf,2,552,3,3,Y,256,0,0,0,0,0,0,2,No_MF,0,7,2006,WD,Abnorml,149900,11.917730355182513,2340,256,2596,35,1104,9,9,45,0,9
305,75,RM,87.0,18386,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,7,1,5,Attchd,2003.0,Unf,3,870,3,3,Y,302,0,0,0,0,0,0,0,No_MF,0,5,2008,WD,Normal,295000,12.59473402514672,5833,302,6135,63,2610,9,9,9,5,9
306,20,RL,80.0,10386,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,1,6,1464,1,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,0,Attchd,2004.0,Fin,3,888,3,3,Y,168,0,0,0,0,0,0,0,No_MF,0,7,2007,WD,Normal,305900,12.631016799175821,4888,168,5056,40,2664,12,12,72,0,9
307,60,RL,116.0,13474,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4,3,1,5,700,1,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,7,1,3,Attchd,1990.0,RFn,3,746,3,3,Y,127,44,224,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,225000,12.323860125621126,3913,171,4084,35,2238,12,12,60,3,9
